"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
7873,"AW00018872","Miguel Severino","81","50 and above","New","2013-10-20","138","1","1185","30","2","0","1185","1185"
7874,"AW00018873","Austin Rodriguez","79","50 and above","New","2013-08-11","140","1","1935","45","3","0","1935","1935"
7875,"AW00018874","Julia Green","80","50 and above","New","2013-08-03","140","1","1050","15","1","0","1050","1050"
7876,"AW00018875","Devin Watson","80","50 and above","New","2013-09-12","139","2","1725","60","4","0","862","1725"
7877,"AW00018876","Luke Chen","80","50 and above","New","2013-12-15","136","1","34950","30","2","0","34950","34950"
7878,"AW00018877","Evan Hall","73","50 and above","New","2013-05-08","143","1","1050","15","1","0","1050","1050"
7879,"AW00018878","Mallory Ramos","73","50 and above","New","2013-12-01","136","1","35865","75","5","0","35865","35865"
7880,"AW00018879","Garrett Morgan","67","50 and above","New","2013-11-05","137","1","1050","15","1","0","1050","1050"
7881,"AW00018880","Jarrod Sanchez","78","50 and above","New","2013-10-14","138","1","1050","15","1","0","1050","1050"
7882,"AW00018881","Kimberly James","78","50 and above","New","2013-12-23","136","1","35400","45","3","0","35400","35400"
7883,"AW00018882","Dalton Hayes","78","50 and above","New","2013-11-26","137","1","34830","30","2","0","34830","34830"
7884,"AW00018883","Jonathan Garcia","42","40-49","New","2013-10-30","138","2","1305","45","3","7","652","186.4285714285714286"
7885,"AW00018884","Bryan Reed","42","40-49","New","2013-10-20","138","2","2010","75","4","2","1005","1005.0000000000000000"
7886,"AW00018885","Cara Ma","71","50 and above","New","2013-02-09","146","1","1650","60","4","0","1650","1650"
7887,"AW00018886","Donald McDonald","41","40-49","New","2013-09-26","139","1","1050","15","1","0","1050","1050"
7888,"AW00018887","Kari Hernandez","42","40-49","New","2013-12-27","136","1","2010","30","2","0","2010","2010"
7889,"AW00018888","Devin Powell","41","40-49","New","2013-04-24","144","1","1860","30","2","0","1860","1860"
7890,"AW00018889","Katelyn Murphy","42","40-49","New","2013-02-01","146","1","1185","30","2","0","1185","1185"
7891,"AW00018890","Lauren Blue","42","40-49","New","2013-07-17","141","1","1185","30","2","0","1185","1185"
7892,"AW00018891","Megan James","42","40-49","New","2013-12-31","135","1","1800","30","2","0","1800","1800"
7893,"AW00018892","Chase Howard","41","40-49","New","2013-11-15","137","1","1050","15","1","0","1050","1050"
7894,"AW00018893","Devin White","42","40-49","New","2013-03-16","145","1","1050","15","1","0","1050","1050"
7895,"AW00018894","Eric Allen","42","40-49","New","2013-12-14","136","1","34755","30","2","0","34755","34755"
7896,"AW00018895","Marco Madan","64","50 and above","New","2013-02-26","146","1","405","45","3","0","405","405"
7897,"AW00018896","Jonathan Russell","70","50 and above","New","2013-04-19","144","1","1125","45","3","0","1125","1125"
7898,"AW00018897","Russell Black","70","50 and above","New","2013-09-01","139","1","555","30","2","0","555","555"
7899,"AW00018898","Monica Chandra","64","50 and above","New","2013-03-08","145","1","1125","45","3","0","1125","1125"
7900,"AW00018899","Glenn Liu","69","50 and above","VIP","2013-01-15","147","2","61770","30","2","18","30885","3431.6666666666666667"
7901,"AW00018900","Mathew Torres","69","50 and above","VIP","2013-01-21","147","2","61980","60","4","18","30990","3443.3333333333333333"
7902,"AW00018901","Connor Shan","62","50 and above","New","2013-06-15","142","1","525","15","1","0","525","525"
7903,"AW00018902","Steve Chen","62","50 and above","VIP","2013-01-23","147","2","62790","75","5","18","31395","3488.3333333333333333"
7904,"AW00018903","Louis Zeng","67","50 and above","VIP","2013-01-11","147","2","62145","60","4","17","31072","3655.5882352941176471"
7905,"AW00018904","Emma Thomas","39","30-39","New","2013-09-17","139","1","9120","60","4","0","9120","9120"
7906,"AW00018905","Samuel Adams","40","40-49","New","2013-12-20","136","1","36240","90","6","0","36240","36240"
7907,"AW00018906","Adrienne Gutierrez","67","50 and above","VIP","2012-12-29","148","2","63255","90","6","17","31627","3720.8823529411764706"
7908,"AW00018907","Priscilla Nara","67","50 and above","VIP","2013-01-15","147","2","62505","75","5","17","31252","3676.7647058823529412"
7909,"AW00018908","Krystal Sun","65","50 and above","VIP","2013-03-11","145","2","91350","75","5","19","45675","4807.8947368421052632"
7910,"AW00018909","Jodi Chavez","64","50 and above","VIP","2013-03-29","145","2","90525","60","4","20","45262","4526.2500000000000000"
7911,"AW00018910","Marco Perez","44","40-49","New","2013-11-11","137","1","900","30","2","0","900","900"
7912,"AW00018911","Elijah McDonald","44","40-49","New","2013-11-22","137","1","960","45","3","0","960","960"
7913,"AW00018912","Tyler Williams","44","40-49","New","2013-06-07","142","1","1050","15","1","0","1050","1050"
7914,"AW00018913","Jesse Stewart","43","40-49","New","2013-10-05","138","1","1185","30","2","0","1185","1185"
7915,"AW00018914","Felicia Ruiz","44","40-49","New","2013-12-12","136","1","25890","30","2","0","25890","25890"
7916,"AW00018915","Sydney Gonzalez","44","40-49","New","2013-08-02","140","1","1410","30","2","0","1410","1410"
7917,"AW00018916","Christian Moore","45","40-49","New","2013-09-04","139","1","9885","75","5","0","9885","9885"
7918,"AW00018917","Jonathan Nelson","45","40-49","New","2013-09-20","139","1","9120","60","4","0","9120","9120"
7919,"AW00018918","Jacqueline Ross","45","40-49","New","2013-08-18","140","1","1185","30","2","0","1185","1185"
7920,"AW00018919","Eduardo Hernandez","45","40-49","New","2013-03-18","145","2","4515","90","6","0","2257","4515"
7921,"AW00018920","Jonathan Young","46","40-49","New","2014-01-18","135","1","1935","45","3","0","1935","1935"
7922,"AW00018921","Rachel Bailey","46","40-49","New","2013-07-29","141","1","1410","30","2","0","1410","1410"
7923,"AW00018922","Madeline Gonzalez","46","40-49","New","2013-11-28","137","1","34905","45","3","0","34905","34905"
7924,"AW00018923","Cassandra Kapoor","46","40-49","New","2013-03-27","145","1","12060","30","2","0","12060","12060"
7925,"AW00018924","Rachel Williams","45","40-49","New","2013-06-05","142","1","12585","30","2","0","12585","12585"
7926,"AW00018925","Haley Griffin","43","40-49","New","2013-09-20","139","2","1230","105","7","4","615","307.5000000000000000"
7927,"AW00018926","Alexandre Lobao","43","40-49","New","2014-01-26","135","2","3660","105","7","11","1830","332.7272727272727273"
7928,"AW00018927","Arianna Cox","43","40-49","New","2013-08-17","140","2","1335","60","4","1","667","1335.0000000000000000"
7929,"AW00018928","Carmen Prasad","53","50 and above","VIP","2013-04-24","144","2","91410","90","6","20","45705","4570.5000000000000000"
7930,"AW00018929","Donald Garcia","64","50 and above","VIP","2013-04-15","144","2","90435","45","3","20","45217","4521.7500000000000000"
7931,"AW00018930","Katelyn Richardson","64","50 and above","VIP","2013-04-22","144","2","90525","60","4","20","45262","4526.2500000000000000"
7932,"AW00018931","Rosa She","62","50 and above","VIP","2013-04-16","144","2","90900","75","5","20","45450","4545.0000000000000000"
7933,"AW00018932","Carl Chande","55","50 and above","New","2013-05-15","143","2","885","45","3","1","442","885.0000000000000000"
7934,"AW00018933","Kelli Huang","39","30-39","New","2013-08-09","140","1","900","30","2","0","900","900"
7935,"AW00018934","Jeremiah Moore","45","40-49","New","2013-09-18","139","1","1860","30","2","0","1860","1860"
7936,"AW00018935","Jasmine Jenkins","53","50 and above","New","2013-02-01","146","1","1050","15","1","0","1050","1050"
7937,"AW00018936","Morgan Collins","53","50 and above","New","2013-06-03","142","1","12585","30","2","0","12585","12585"
7938,"AW00018937","Ian Reed","62","50 and above","New","2013-12-01","136","1","1050","15","1","0","1050","1050"
7939,"AW00018938","Lucas Lopez","62","50 and above","New","2013-10-18","138","1","1050","15","1","0","1050","1050"
7940,"AW00018939","Hunter McDonald","62","50 and above","New","2014-01-22","135","1","1050","15","1","0","1050","1050"
7941,"AW00018940","Seth Bell","62","50 and above","New","2013-11-07","137","1","1185","30","2","0","1185","1185"
7942,"AW00018941","Philip Torres","62","50 and above","New","2013-12-25","136","1","1860","30","2","0","1860","1860"
7943,"AW00018942","Billy Ortega","62","50 and above","New","2013-07-15","141","1","13335","90","6","0","13335","13335"
7944,"AW00018943","Kaitlyn Hall","62","50 and above","New","2013-08-27","140","1","13545","45","3","0","13545","13545"
7945,"AW00018944","Marcus Taylor","63","50 and above","New","2013-12-19","136","2","2205","75","5","5","1102","441.0000000000000000"
7946,"AW00018945","Marcus Cox","63","50 and above","New","2013-12-28","136","1","1185","30","2","0","1185","1185"
7947,"AW00018946","Brandon Simmons","57","50 and above","New","2013-08-12","140","1","1050","15","1","0","1050","1050"
7948,"AW00018947","Devin Bryant","63","50 and above","New","2013-07-31","140","1","12060","30","2","0","12060","12060"
7949,"AW00018948","Sydney Bailey","58","50 and above","New","2013-08-20","140","1","12090","60","4","0","12090","12090"
7950,"AW00018949","Jackson Hall","87","50 and above","New","2013-08-19","140","1","12015","45","3","0","12015","12015"
7951,"AW00018950","Lauren Alexander","54","50 and above","New","2013-11-06","137","1","35280","45","3","0","35280","35280"
7952,"AW00018951","Dalton Jones","53","50 and above","New","2013-11-27","137","1","35025","45","3","0","35025","35025"
7953,"AW00018952","Chloe Hernandez","54","50 and above","New","2014-01-13","135","1","1185","30","2","0","1185","1185"
7954,"AW00018953","Mya Patterson","48","40-49","New","2013-09-15","139","1","11655","30","2","0","11655","11655"
7955,"AW00018954","Dalton Young","54","50 and above","New","2013-11-21","137","1","13395","45","3","0","13395","13395"
7956,"AW00018955","Justin Jones","57","50 and above","New","2013-11-29","137","1","26325","30","2","0","26325","26325"
7957,"AW00018956","Sara Howard","57","50 and above","New","2013-12-21","136","1","12720","45","3","0","12720","12720"
7958,"AW00018957","Mackenzie Lopez","57","50 and above","New","2013-01-24","147","1","8835","45","3","0","8835","8835"
7959,"AW00018958","Natalie Sanchez","57","50 and above","New","2013-01-05","147","1","8475","75","5","0","8475","8475"
7960,"AW00018959","Seth Morris","57","50 and above","New","2013-11-03","137","1","35115","45","3","0","35115","35115"
7961,"AW00018960","Marcus Johnson","57","50 and above","New","2013-01-31","146","1","9285","30","2","0","9285","9285"
7962,"AW00018961","Jeremiah Henderson","57","50 and above","New","2013-11-16","137","1","35550","60","4","0","35550","35550"
7963,"AW00018962","Seth Parker","56","50 and above","New","2013-02-03","146","1","8505","45","3","0","8505","8505"
7964,"AW00018963","Amber Collins","57","50 and above","New","2013-02-19","146","1","8850","30","2","0","8850","8850"
7965,"AW00018964","Thomas Gonzalez","58","50 and above","New","2013-04-20","144","1","1050","15","1","0","1050","1050"
7966,"AW00018965","Richard Turner","52","50 and above","New","2014-01-19","135","1","1860","30","2","0","1860","1860"
7967,"AW00018966","Carly Rai","77","50 and above","New","2013-03-08","145","1","1185","30","2","0","1185","1185"
7968,"AW00018967","Xavier Clark","77","50 and above","New","2013-02-09","146","1","1995","45","3","0","1995","1995"
7969,"AW00018968","Isaiah Lopez","72","50 and above","New","2013-11-26","137","2","2265","90","5","0","1132","2265"
7970,"AW00018969","Anna Cox","77","50 and above","New","2014-01-13","135","1","1050","15","1","0","1050","1050"
7971,"AW00018970","Jason Roberts","76","50 and above","New","2013-11-17","137","1","2010","30","2","0","2010","2010"
7972,"AW00018971","Wyatt Moore","76","50 and above","New","2013-11-17","137","1","35280","45","3","0","35280","35280"
7973,"AW00018972","Benjamin Butler","76","50 and above","New","2013-11-02","137","1","35550","60","4","0","35550","35550"
7974,"AW00018973","Kate Yuan","76","50 and above","New","2013-02-22","146","1","8505","45","3","0","8505","8505"
7975,"AW00018974","James Rodriguez","76","50 and above","New","2013-02-25","146","1","8790","75","5","0","8790","8790"
7976,"AW00018975","Samuel Bryant","69","50 and above","New","2013-06-06","142","1","1350","45","3","0","1350","1350"
7977,"AW00018976","Garrett Howard","75","50 and above","New","2013-11-30","137","1","26265","30","2","0","26265","26265"
7978,"AW00018977","Jackson Wang","75","50 and above","New","2013-12-06","136","1","1935","45","3","0","1935","1935"
7979,"AW00018978","Isaiah Morgan","69","50 and above","New","2013-09-12","139","2","1770","90","6","4","885","442.5000000000000000"
7980,"AW00018979","Noah Taylor","75","50 and above","New","2013-12-09","136","1","26250","60","4","0","26250","26250"
7981,"AW00018980","Sophia Hernandez","75","50 and above","New","2013-12-06","136","1","26265","30","2","0","26265","26265"
7982,"AW00018981","Savannah Watson","75","50 and above","New","2013-08-06","140","1","1185","30","2","0","1185","1185"
7983,"AW00018982","Kyle Baker","74","50 and above","New","2013-12-02","136","1","26760","60","4","0","26760","26760"
7984,"AW00018983","Destiny Price","68","50 and above","New","2013-06-17","142","1","1410","30","2","0","1410","1410"
7985,"AW00018984","Shelby Rivera","63","50 and above","New","2013-03-23","145","1","1410","30","2","0","1410","1410"
7986,"AW00018985","Paige Bailey","74","50 and above","New","2013-11-22","137","1","1410","30","2","0","1410","1410"
7987,"AW00018986","Robert Roberts","74","50 and above","New","2013-02-10","146","1","855","30","2","0","855","855"
7988,"AW00018987","Hunter Adams","74","50 and above","New","2013-01-30","147","1","1800","30","2","0","1800","1800"
7989,"AW00018988","Courtney Baker","74","50 and above","New","2013-11-01","137","1","1050","15","1","0","1050","1050"
7990,"AW00018989","Cindy Suri","68","50 and above","New","2013-08-30","140","1","2010","30","2","0","2010","2010"
7991,"AW00018990","Amanda Henderson","73","50 and above","New","2013-02-13","146","1","8430","30","2","0","8430","8430"
7992,"AW00018991","Evan Cook","73","50 and above","New","2013-12-01","136","1","1050","15","1","0","1050","1050"
7993,"AW00018992","David Perry","73","50 and above","New","2013-06-13","142","1","1800","30","2","0","1800","1800"
7994,"AW00018993","Kevin Ross","72","50 and above","New","2013-12-08","136","1","1935","45","3","0","1935","1935"
7995,"AW00018994","Jackson Allen","66","50 and above","New","2013-11-06","137","1","1860","30","2","0","1860","1860"
7996,"AW00018995","Melissa Gray","72","50 and above","New","2013-10-24","138","1","1800","30","2","0","1800","1800"
7997,"AW00018996","Katherine Turner","71","50 and above","New","2013-12-27","136","1","1050","15","1","0","1050","1050"
7998,"AW00018997","Eric King","72","50 and above","New","2013-08-31","139","1","1050","15","1","0","1050","1050"
7999,"AW00018998","Aidan Bennett","71","50 and above","New","2013-12-06","136","1","26775","60","4","0","26775","26775"
8000,"AW00018999","Mackenzie Watson","72","50 and above","New","2013-12-12","136","1","26325","30","2","0","26325","26325"
8001,"AW00019000","Makayla Blue","65","50 and above","New","2014-01-16","135","2","810","45","3","2","405","405.0000000000000000"
8002,"AW00019001","Fernando Brown","71","50 and above","New","2013-08-04","140","2","1380","60","4","4","690","345.0000000000000000"
8003,"AW00019002","Alexis Thompson","71","50 and above","New","2013-12-10","136","1","25950","45","3","0","25950","25950"
8004,"AW00019003","Jared Stewart","59","50 and above","New","2013-12-22","136","1","26475","60","4","0","26475","26475"
8005,"AW00019004","Ian Rogers","65","50 and above","New","2013-12-27","136","1","26475","60","4","0","26475","26475"
8006,"AW00019005","Lauren Peterson","70","50 and above","New","2013-02-22","146","1","1410","30","2","0","1410","1410"
8007,"AW00019006","Leslie Martin","69","50 and above","New","2013-12-19","136","1","1050","15","1","0","1050","1050"
8008,"AW00019007","Mackenzie Sanchez","63","50 and above","New","2013-09-04","139","1","1050","15","1","0","1050","1050"
8009,"AW00019008","Hailey Murphy","69","50 and above","New","2013-12-04","136","1","26400","45","3","0","26400","26400"
8010,"AW00019009","Arianna Watson","63","50 and above","New","2014-01-12","135","1","1185","30","2","0","1185","1185"
8011,"AW00019010","Naomi Ortega","69","50 and above","New","2013-02-16","146","1","1185","30","2","0","1185","1185"
8012,"AW00019011","Maria Cook","69","50 and above","New","2013-07-13","141","1","1185","30","2","0","1185","1185"
8013,"AW00019012","Oscar Bryant","69","50 and above","New","2013-08-11","140","1","1800","30","2","0","1800","1800"
8014,"AW00019013","Amanda Phillips","68","50 and above","New","2013-03-25","145","1","9540","60","4","0","9540","9540"
8015,"AW00019014","Jonathan Hernandez","68","50 and above","New","2013-07-18","141","2","990","60","4","2","495","495.0000000000000000"
8016,"AW00019015","Thomas Griffin","63","50 and above","New","2013-05-10","143","2","1875","90","6","1","937","1875.0000000000000000"
8017,"AW00019016","Sierra Wright","68","50 and above","New","2013-12-14","136","1","26265","30","2","0","26265","26265"
8018,"AW00019017","Zoe Brooks","68","50 and above","New","2013-11-05","137","1","1050","15","1","0","1050","1050"
8019,"AW00019018","Nicole Gray","62","50 and above","New","2013-07-04","141","1","2010","30","2","0","2010","2010"
8020,"AW00019019","Jackson Gonzales","62","50 and above","New","2013-04-19","144","1","1185","30","2","0","1185","1185"
8021,"AW00019020","Jack Flores","62","50 and above","New","2013-08-28","140","1","1860","30","2","0","1860","1860"
8022,"AW00019021","Melissa Russell","61","50 and above","New","2013-03-18","145","1","9225","60","4","0","9225","9225"
8023,"AW00019022","Samantha Wood","56","50 and above","New","2013-10-01","138","1","1050","15","1","0","1050","1050"
8024,"AW00019023","Arianna Powell","67","50 and above","New","2013-03-08","145","1","8700","45","3","0","8700","8700"
8025,"AW00019024","Dalton Russell","67","50 and above","New","2013-03-25","145","1","10500","60","4","0","10500","10500"
8026,"AW00019025","Aaron Roberts","66","50 and above","New","2013-03-14","145","1","1800","30","2","0","1800","1800"
8027,"AW00019026","Logan Hayes","66","50 and above","New","2013-11-20","137","2","1695","75","5","8","847","211.8750000000000000"
8028,"AW00019027","Mayra Madan","62","50 and above","VIP","2013-10-02","138","2","45435","45","3","21","22717","2163.5714285714285714"
8029,"AW00019028","Cedric Wang","56","50 and above","VIP","2013-10-13","138","2","45945","75","5","21","22972","2187.8571428571428571"
8030,"AW00019029","Alicia Andersen","62","50 and above","VIP","2013-09-10","139","2","50085","60","4","14","25042","3577.5000000000000000"
8031,"AW00019030","Marco Arun","51","50 and above","VIP","2013-09-20","139","2","49650","60","4","13","24825","3819.2307692307692308"
8032,"AW00019031","Regina Perez","62","50 and above","New","2013-12-11","136","3","108390","90","5","11","36130","9853.6363636363636364"
8033,"AW00019032","Katrina Andersen","62","50 and above","VIP","2013-12-13","136","3","104085","105","7","12","34695","8673.7500000000000000"
8034,"AW00019033","Omar Lin","63","50 and above","VIP","2013-10-25","138","2","47085","75","5","22","23542","2140.2272727272727273"
8035,"AW00019034","Tabitha Diaz","63","50 and above","VIP","2013-09-21","139","2","49830","45","3","14","24915","3559.2857142857142857"
8036,"AW00019035","Stanley Schmidt","63","50 and above","VIP","2013-10-21","138","2","49800","30","2","14","24900","3557.1428571428571429"
8037,"AW00019036","Allen Rana","64","50 and above","New","2013-10-10","138","2","71445","30","2","9","35722","7938.3333333333333333"
8038,"AW00019037","Marshall Chen","64","50 and above","New","2013-10-04","138","2","72870","45","3","9","36435","8096.6666666666666667"
8039,"AW00019038","Joe Patel","65","50 and above","VIP","2013-10-02","138","2","49770","75","5","13","24885","3828.4615384615384615"
8040,"AW00019039","Melvin Pal","75","50 and above","New","2013-07-16","141","1","105","30","2","0","105","105"
8041,"AW00019040","Eugene Sun","75","50 and above","VIP","2013-09-30","139","2","49650","60","4","13","24825","3819.2307692307692308"
8042,"AW00019041","Autumn Zheng","74","50 and above","VIP","2013-10-10","138","2","46335","60","4","21","23167","2206.4285714285714286"
8043,"AW00019042","Ronnie Cai","68","50 and above","New","2013-08-22","140","1","975","45","3","0","975","975"
8044,"AW00019043","Jessica Jones","74","50 and above","New","2014-01-20","135","1","375","15","1","0","375","375"
8045,"AW00019044","Cesar Rana","74","50 and above","New","2013-11-10","137","1","450","30","2","0","450","450"
8046,"AW00019045","Ross Rodriguez","73","50 and above","New","2013-05-27","143","1","735","45","3","0","735","735"
8047,"AW00019046","Shawna Raje","73","50 and above","VIP","2013-10-17","138","2","49800","30","2","13","24900","3830.7692307692307692"
8048,"AW00019047","Sydney Walker","73","50 and above","New","2013-04-05","144","1","1080","60","4","0","1080","1080"
8049,"AW00019048","Bryant Raman","73","50 and above","New","2013-11-18","137","2","71475","45","3","11","35737","6497.7272727272727273"
8050,"AW00019049","Craig Gutierrez","73","50 and above","New","2013-11-01","137","2","72570","90","6","10","36285","7257.0000000000000000"
8051,"AW00019050","Joel Chapman","60","50 and above","New","2013-10-05","138","1","855","30","2","0","855","855"
8052,"AW00019051","Taylor Henderson","65","50 and above","VIP","2013-10-21","138","2","46575","60","4","22","23287","2117.0454545454545455"
8053,"AW00019052","Kristi Kapoor","65","50 and above","VIP","2013-10-27","138","2","47100","60","4","21","23550","2242.8571428571428571"
8054,"AW00019053","Gerald Jordan","65","50 and above","New","2013-12-13","136","1","375","15","1","0","375","375"
8055,"AW00019054","Arthur Alonso","65","50 and above","New","2013-12-09","136","1","330","15","1","0","330","330"
8056,"AW00019055","Garrett Bailey","65","50 and above","New","2013-12-10","136","1","690","60","4","0","690","690"
8057,"AW00019056","Carla Van","66","50 and above","New","2013-02-18","146","1","570","45","3","0","570","570"
8058,"AW00019057","Joanna Ramos","60","50 and above","VIP","2013-10-06","138","2","49830","45","3","13","24915","3833.0769230769230769"
8059,"AW00019058","Shawn Goel","66","50 and above","New","2013-11-18","137","2","67875","75","5","10","33937","6787.5000000000000000"
8060,"AW00019059","George Rodriguez","66","50 and above","New","2014-01-14","135","1","1290","30","2","0","1290","1290"
8061,"AW00019060","Stephanie Stone","66","50 and above","New","2013-03-13","145","1","450","30","2","0","450","450"
8062,"AW00019061","Heather Gao","67","50 and above","New","2013-08-09","140","1","975","45","3","0","975","975"
8063,"AW00019062","Erica Zhou","67","50 and above","New","2013-07-26","141","1","1200","75","5","0","1200","1200"
8064,"AW00019063","Gabrielle Kelly","66","50 and above","New","2014-01-18","135","1","975","45","3","0","975","975"
8065,"AW00019064","Veronica Madan","66","50 and above","New","2013-03-25","145","1","480","45","3","0","480","480"
8066,"AW00019065","Michele Arun","67","50 and above","VIP","2013-10-02","138","2","49425","30","2","12","24712","4118.7500000000000000"
8067,"AW00019066","Dylan Sharma","67","50 and above","New","2013-10-01","138","1","1275","45","3","0","1275","1275"
8068,"AW00019067","Misty Luo","68","50 and above","VIP","2013-10-04","138","2","50715","60","4","12","25357","4226.2500000000000000"
8069,"AW00019068","Alma Son","68","50 and above","New","2013-08-05","140","1","975","45","3","0","975","975"
8070,"AW00019069","Thomas Hall","63","50 and above","VIP","2013-10-14","138","2","46695","45","3","21","23347","2223.5714285714285714"
8071,"AW00019070","Kristopher Garcia","69","50 and above","New","2013-11-16","137","2","71220","45","3","11","35610","6474.5454545454545455"
8072,"AW00019071","Joe Jimenez","69","50 and above","New","2013-05-03","143","1","1740","60","4","0","1740","1740"
8073,"AW00019072","Tamara Lu","65","50 and above","New","2014-01-28","135","1","735","45","3","0","735","735"
8074,"AW00019073","Lolan Song","70","50 and above","New","2013-11-27","137","2","71400","45","3","11","35700","6490.9090909090909091"
8075,"AW00019074","Colleen Shen","71","50 and above","New","2013-09-23","139","1","450","30","2","0","450","450"
8076,"AW00019075","Brent Wu","71","50 and above","New","2013-04-27","144","1","975","45","3","0","975","975"
8077,"AW00019076","Jaclyn Pal","71","50 and above","VIP","2013-10-13","138","2","47670","75","5","19","23835","2508.9473684210526316"
8078,"AW00019077","Pedro Prasad","71","50 and above","New","2013-06-14","142","1","600","30","2","0","600","600"
8079,"AW00019078","Misty She","72","50 and above","New","2013-03-22","145","1","480","45","3","0","480","480"
8080,"AW00019079","Brett Lopez","72","50 and above","New","2013-08-09","140","1","375","15","1","0","375","375"
8081,"AW00019080","Ross Vance","72","50 and above","New","2013-02-07","146","1","450","30","2","0","450","450"
8082,"AW00019081","Leslie Rubio","72","50 and above","New","2013-11-06","137","1","480","45","3","0","480","480"
8083,"AW00019082","Alvin Zhang","72","50 and above","New","2013-07-04","141","1","600","30","2","0","600","600"
8084,"AW00019083","Steven Rivera","44","40-49","VIP","2013-04-11","144","2","90315","30","2","20","45157","4515.7500000000000000"
8085,"AW00019084","Colleen Raje","43","40-49","VIP","2013-04-06","144","2","91395","75","5","20","45697","4569.7500000000000000"
8086,"AW00019085","Shawna Kumar","43","40-49","New","2013-08-10","140","2","1170","45","3","1","585","1170.0000000000000000"
8087,"AW00019086","Tommy Chander","43","40-49","New","2014-01-23","135","2","1170","45","3","10","585","117.0000000000000000"
8088,"AW00019087","Erica Gao","44","40-49","New","2013-02-06","146","2","705","75","5","0","352","705"
8089,"AW00019088","Rafael Kumar","44","40-49","New","2013-11-05","137","2","360","30","2","9","180","40.0000000000000000"
8090,"AW00019089","Regina Arthur","44","40-49","VIP","2013-04-23","144","2","91395","75","5","21","45697","4352.1428571428571429"
8091,"AW00019090","Marshall Chander","45","40-49","New","2013-11-14","137","2","885","45","3","8","442","110.6250000000000000"
8092,"AW00019091","Warren Yuan","46","40-49","New","2014-01-01","135","2","360","30","2","6","180","60.0000000000000000"
8093,"AW00019092","Eric Gonzalez","45","40-49","New","2013-11-16","137","2","1170","45","3","1","585","1170.0000000000000000"
8094,"AW00019093","Tara Ashe","44","40-49","VIP","2013-03-31","144","2","90525","60","4","20","45262","4526.2500000000000000"
8095,"AW00019094","Todd Yang","46","40-49","VIP","2013-04-03","144","2","90315","30","2","20","45157","4515.7500000000000000"
8096,"AW00019095","Meredith Martinez","45","40-49","VIP","2013-04-09","144","2","90840","45","3","19","45420","4781.0526315789473684"
8097,"AW00019096","Douglas Suri","47","40-49","VIP","2013-04-25","144","2","91350","75","5","20","45675","4567.5000000000000000"
8098,"AW00019097","Mindy Pal","48","40-49","New","2013-09-21","139","2","360","30","2","2","180","180.0000000000000000"
8099,"AW00019098","Xavier Evans","47","40-49","New","2013-12-12","136","2","1830","75","5","5","915","366.0000000000000000"
8100,"AW00019099","Sheena Deng","46","40-49","VIP","2013-04-18","144","2","90570","60","4","19","45285","4766.8421052631578947"
8101,"AW00019100","Bradley Rai","42","40-49","New","2013-12-26","136","2","1185","45","3","5","592","237.0000000000000000"
8102,"AW00019101","Susan Cai","43","40-49","New","2013-10-11","138","2","1560","105","7","2","780","780.0000000000000000"
8103,"AW00019102","Claudia Ye","49","40-49","VIP","2013-04-28","144","2","90435","45","3","20","45217","4521.7500000000000000"
8104,"AW00019103","Johnathan Raman","49","40-49","New","2013-08-27","140","2","960","60","4","5","480","192.0000000000000000"
8105,"AW00019104","Mariah James","43","40-49","New","2014-01-20","135","2","1500","75","5","5","750","300.0000000000000000"
8106,"AW00019105","Stacy Dominguez","48","40-49","VIP","2013-04-26","144","2","90840","45","3","20","45420","4542.0000000000000000"
8107,"AW00019106","Terrance Sai","43","40-49","New","2013-05-12","143","2","975","60","4","2","487","487.5000000000000000"
8108,"AW00019107","Franklin Liu","49","40-49","New","2013-05-10","143","1","1050","15","1","0","1050","1050"
8109,"AW00019108","Haley Stewart","42","40-49","New","2013-12-08","136","1","25515","15","1","0","25515","25515"
8110,"AW00019109","Jade Brooks","47","40-49","New","2013-12-15","136","1","25920","45","3","0","25920","25920"
8111,"AW00019110","Jesse Kelly","47","40-49","New","2013-03-02","145","1","9075","60","4","0","9075","9075"
8112,"AW00019111","Mariah Kelly","47","40-49","New","2013-04-06","144","1","9150","75","5","0","9150","9150"
8113,"AW00019112","Victoria Hughes","49","40-49","New","2013-12-27","136","1","26475","60","4","0","26475","26475"
8114,"AW00019113","Aaron Patterson","49","40-49","New","2013-06-22","142","1","17760","60","4","0","17760","17760"
8115,"AW00019114","Natalie Richardson","49","40-49","New","2013-12-24","136","1","26040","30","2","0","26040","26040"
8116,"AW00019115","Bailey Sanchez","50","50 and above","New","2013-11-06","137","1","2220","45","3","0","2220","2220"
8117,"AW00019116","Logan Alexander","45","40-49","New","2013-06-02","142","1","17745","45","3","0","17745","17745"
8118,"AW00019117","Kaitlyn Coleman","38","30-39","New","2013-12-18","136","1","26265","30","2","0","26265","26265"
8119,"AW00019118","Ian Thomas","48","40-49","New","2013-06-05","142","1","16800","15","1","0","16800","16800"
8120,"AW00019119","Connor Simmons","43","40-49","New","2013-12-14","136","1","26475","60","4","0","26475","26475"
8121,"AW00019120","Caleb Sharma","48","40-49","New","2013-12-12","136","1","25950","45","3","0","25950","25950"
